school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,latitude,longitude
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21   CHOA CHU KANG CRESCENT,688268,67676750,na,67676751,na,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,MRS LEE-KOH SIEW CHENG,MR KOH PENG YEOW,MDM LEE SUET FONG,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,1.40273665,103.7467533
VALOUR PRIMARY SCHOOL,valourpri.moe.edu.sg,49   Punggol Central,828728,62426390,na,na,na,valour_ps@moe.edu.sg,na,na,MRS CHARIS WONG,MDM TAN PIN PIN,,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,1.4072779,103.8988572
WATERWAY PRIMARY SCHOOL,https://waterwaypri.moe.edu.sg,70   Punggol Drive,828802,6636 6880,na,6315 3451,na,waterway_ps@moe.edu.sg,Kadaloor LRT Station,"50, 381",MRS WEE KWAN LIAM,MDM CHUA KIM LAN JUDY,,,,,,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3992088,103.9183941
WELLINGTON PRIMARY SCHOOL,http://www.wellingtonpri.moe.edu.sg,10   WELLINGTON CIRCLE,757702,67533319,na,67533765,na,WELLINGTONPS@MOE.EDU.SG,Sembawang MRT,"980, 856, 859",MR ALCANTARA ALBERT ALFRED,MS KONG YEE LOON,,,,,,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.45213625,103.8224126
WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1    JURONG WEST ST 72,649223,62679234,na,62679235,na,WGPS@MOE.EDU.SG,Boon Lay MRT,"Bus 99, 242",MRS CHANDLER JAY SIVA,MDM SITI RASHIDAH BTE ABDUL RAHMAN,,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.34468085,103.6989833
WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60   Bukit Panjang Ring Road,679946,63144192,na,na,63140648,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",MR WILLY TAN NGUAN PENG,MDM KUM LAI MENG,MR SIM KOOI SUEN,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.38952295,103.7662653
WEST VIEW PRIMARY SCHOOL,http://www.westviewpri.moe.edu.sg,31   SENJA ROAD,677742,67600178,na,67600147,na,wvps@moe.edu.sg,"Bukit Panjang MRT, SENJA LRT (A13)","170,171,176,178,180,000,000,000,000,000",MR EDDIE FOO CHIT CHEONG,MDM LAI SEOW POH,,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3834687,103.7600629
WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1    Jurong West Street 73,649188,64121690,na,67945084,na,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",MR MAH SENG THONG ANDREW,MRS RUTH TAI MEI FEN,MR LOW MIN CHYE,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.34744235,103.700513
WHITE SANDS PRIMARY SCHOOL,http://www.whitesandspri.moe.edu.sg,2    PASIR RIS ST 11,519075,69229100,na,65815013,na,wsps@moe.edu.sg,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",MDM WONG LIN LIN AUDREY,MDM GOH SWEE LIN EVELYN,MS REZINA KHAN D/O ABDUL RAHIM,,,,,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.36547295,103.9612546
WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2    WOODLANDS DRIVE 14,738079,68943371,na,68943372,na,WOODGROVE_PS@MOE.EDU.SG,Woodlands MRT Station,901,MS ADELINE TAN WEE KIAW,MRS AHKEELA JULIA EDISON,DR. NG SIEW HIANG SALLY,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.4331091,103.7903127
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10   WOODLANDS DRIVE 50,738853,62697410,na,63671165,na,wdp@moe.edu.sg,Woodlands,912 & 912E,MISS KUCK LI LIAN LILLIAN,MDM WONG YEN LING,MDM KOMATHI D/O GOVINDASAMY,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.43669555,103.7916902
WOODLANDS RING PRIMARY SCHOOL,HTTP://www.woodlandsringpri.moe.edu.sg,11   WOODLANDS RING ROAD,738240,63643679,na,63643490,na,WRPS@MOE.EDU.SG,Admiralty MRT Station,912,MISS GEETHA D/O DORAISAMY,"MR BOH CHEK KEOW, THOMAS",,,,,,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.43466535,103.7978405
XINGHUA PRIMARY SCHOOL,http://www.xinghuapri.moe.edu.sg,45   HOUGANG AVENUE 1,538882,62889121,na,62838831,na,XINGHUA_PS@MOE.EDU.SG,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",MR CHEW MUN WAI,MR CHONG CHOONG HIAN,,,,,,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3580028,103.890515
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5    JURONG WEST STREET 91,649036,67913679,na,67921493,na,XINGNAN_PS@MOE.EDU.SG,Pioneer MRT Station,Bus 99 & 241,MR CHAN GEOK ANN CHARLES,MDM S ANITHA,MRS ONG LAY KHIM,,,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3407142,103.6869025
XINMIN PRIMARY SCHOOL,http://www.xinminpri.moe.edu.sg/,9    HOUGANG AVENUE 8,538784,62835479,na,62880334,na,xinmin_ps@moe.edu.sg,Nil,"74, 147, 165, 112",MDM TAN KAY LING,MR MOHAMED YAZEED BIN MOHAMED SAID,,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3714019,103.8831786
XISHAN PRIMARY SCHOOL,https://www.xishanpri.moe.edu.sg/,8    YISHUN STREET 21,768611,67588837,na,67588361,na,XISHAN_PS@MOE.EDU.SG,o   Alight at Yishun MRT Station o   Take Exit C o   Walk towards Yishun Street 21,"Along Yishun Ave 2,take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road,take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.",MRS QUEK-SIM KIM LIANG ANNE,MISS LATHA D/O SINASAMY,,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.43343,103.8377866
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15   SERANGOON AVENUE 3,556108,62846298,na,62879778,na,YZPS@MOE.EDU.SG,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3) 133 & 135(Serangoon Ave 2)",MRS LIM- FOO BOON CHING,MDM NG LI YI,,,,,,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.34876345,103.8684636
YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10   CHOA CHU KANG ST 64,689100,67670027,na,67675450,na,YTPS@MOE.EDU.SG,Yew Tee MRT Station,307,MISS ANG MUI KHOONG,MDM SIM EE KOON PATRICIA,MDM TOH GUAT HWA PAULINE,,,,,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.39696185,103.751093
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1    HOUGANG STREET 51,538720,63851365,na,63855915,na,admin_yckps@moe.edu.sg,Hougang MRT Station Yio Chu Kang MRT Station,"88,101,109,159,161 and 325",MR NG AIK BOON,MR CHAN TUCK CHEONG,MDM RAMACHANDRA SUGUNA,,,,,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.37791475,103.8854613
YISHUN PRIMARY SCHOOL,http://www.yishunpri.moe.edu.sg,500  YISHUN RING ROAD,768679,62577461,na,67554198,na,YPS@MOE.EDU.SG,Yishun,Translink Feeder Service 800 & 812,MR CHAN WENG YEW MARVIN,MR SADANANDHAN S/O PALANI ANANDAN,MR TAN YEW LEE,,,,,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.4335987,103.8338869
YU NENG PRIMARY SCHOOL,http://www.ynps.moe.edu.sg/,56   BEDOK NORTH ST 3,469623,64490121,na,64498564,na,YNPS@MOE.EDU.SG,"Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225",MR NG YEOW LING,MRS TAY-LEE LI THENG,MISS ONG PEI FEN JAMIE,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,1.33432875,103.9328293
YUHUA PRIMARY SCHOOL,http://www.yuhuapri.moe.edu.sg,158  JURONG EAST STREET 24,609558,65605062,na,65648278,na,YUHUA_PS@MOE.EDU.SG,"Jurong East, Bukit Batok","98,98A,187,333,502,507,NR5",MDM TENG LAI KWAN,MDM HEATHER SIM SIAW CHENG,MDM ZOEY LIM CHING SIA,,,,,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3428913,103.74096
YUMIN PRIMARY SCHOOL,http://www.yuminpri.moe.edu.sg,3    TAMPINES STREET 21,529393,67811262,na,67845554,na,YUMIN_PS@MOE.EDU.SG,Tampines MRT Station,na,MDM CHILUKURI DIMPS RAO,MR ABDUL MUTALIB B MOHAMMED AMIN,MRS SHARON CLARISSA FOO,,,,,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,na,1.3512643,103.9508735
ZHANGDE PRIMARY SCHOOL,http://www.zhangdepri.moe.edu.sg/,51   Jalan Membina,169485,62740357,na,62763042,na,ZHANGDE_PS@MOE.EDU.SG,Tiong Bahru MRT Station,"16,33,63,123,195,605,851,14,65,147,167,196,197,961",MDM RITA RAJLAL,MISS TAY HWEE LIN,MRS PEGGY KOH,,,,,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.2842497,103.8260819
ZHENGHUA PRIMARY SCHOOL,http://www.zhenghuapri.moe.edu.sg,9    Fajar Road,679002,67697478,na,67636459,na,zhenghua_ps@moe.edu.sg,LRT: Fajar Station,"190, 184, 187, 700, 700A, 921",MDM WONG HIAN HWEE CONSTANCE,MDM JOSEPHINE SNG,MISS SANTHANA MARY D/O POOBALAN,,,,,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3794259,103.7696661
ZHONGHUA PRIMARY SCHOOL,http://www.zhonghuapri.moe.edu.sg,12   SERANGOON AVENUE 4,556095,62835413,na,62823882,na,zhonghua_ps@moe.edu.sg,"Ang Mo Kio MRT, Bishan MRT, Serangoon MRT","Boundary Road: 22,24,53,105,156,315,853,501,502 Yio Chu Kang Road: 70,76,103,147,156,501,502",MDM ROSTINAH BTE MOHAMAD SAID,MDM THAM SIEW LENG,MRS TRINA YEE-POOK SIM NAR,,,,,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,Chinese,Malay,Tamil,1.3599114,103.8697102
ANGLO-CHINESE SCHOOL (INDEPENDENT),http://www.acsindep.moe.edu.sg,121  DOVER ROAD,139650,67731633,na,67731433,na,ACIS@MOE.EDU.SG,"DOVER MRT, BUONA VISTA MRT, ONE-NORTH MRT","33, 74, 166, 196",MR KOH SUNG- YI ARENE,MRS TEO LAI CHENG JUDY-HO,MISS CHOCK SIEW HWA,MDM YONG LEE HAR,MR SOO MUN KEONG PATRICK,MR CHIEW TECK TZER TERENCE,DR YONG YUN LEONG ANDREW,QUEENSTOWN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,Yes,Yes,Chinese,Malay,Tamil,1.3029215,103.7805511
CATHOLIC HIGH SCHOOL,http://www.catholichigh.moe.edu.sg,9    BISHAN STREET 22,579767,64582177 (Secondary),64589869 (Primary),64561322 (Secondary),64593938 (Primary),chs@moe.edu.sg,BISHAN MRT,"13, 52, 54, 88, 156, 162, 162M, 410",MR POH CHUN LECK,MISS HO PING PING,MS TAN PEY SAN,MR TAN KELLY,,,,BISHAN,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,Yes,Yes,Chinese,na,na,1.35492755,103.8449883
CHIJ ST. NICHOLAS GIRLS' SCHOOL,http://www.chijstnicholasgirls.moe.edu.sg,501  ANG MO KIO STREET 13,569405,63541839 (Secondary),64549698 (Primary),64511335 (Secondary),64566169 (Primary),chijsng_sec@moe.edu.sg,"ANG MO KIO MRT, YIO CHU KANG MRT, MAYFLOWER MRT (End 2021)","76, 265, 268, 269",MDM FIONA YEO SU LING,MISS YEO TECK WOON,MS BAEY EE-LYN,MDM AMY TAN,MR TING POH LEONG ALOYSIUS,,,ANG MO KIO,NORTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Chinese,na,na,1.37344905,103.8340777
DUNMAN HIGH SCHOOL,http://www.dunmanhigh.moe.edu.sg,10   TANJONG RHU ROAD,436895,63450533,na,63442316,na,DHS@MOE.EDU.SG,"ALJUNIED MRT, KALLANG MRT, MOUNTBATTEN MRT","12, 14, 30, 158, 196",MR LOW TECK ENG TONY,MISS LIE SUYIN JAMIE,MDM LEONG SOOK HING,MR CHUA KAH SHENG,,,,KALLANG,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,Yes,Yes,Chinese,na,na,1.2987458,103.882188
HWA CHONG INSTITUTION,http://www.hwachong.edu.sg,661  BUKIT TIMAH ROAD,269734,64683955,64683956 / 64665912,67695857,na,admin@hci.edu.sg,TAN KAH KEE MRT,"66, 67, 74, 151, 154, 156, 157, 170, 170A, 174, 852, 961, 961M",MR PANG CHOON HOW,DR LIM HONG SENG MELVYN,MR CHAN KWOK LEONG,MRS CHIN-LEOW BEE KUAN,DR CHUNG WEN CHEE,,,BUKIT TIMAH,WEST,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,No,No,Yes,Chinese,na,na,1.32627975,103.8035258
MARIS STELLA HIGH SCHOOL,http://www.marisstellahigh.moe.edu.sg,25   MOUNT VERNON ROAD,368051,62803880 (Sec),62827743 (Pri),62886905 (Sec),62827905 (Pri),msh@moe.edu.sg,BARTLEY MRT,"28, 93, 129, 158",MRS WOO SOO MIN,MRS MARIA KOH,MR LIM KAY WAH BENEDICT,MR TAN CHING HUAT,MR TAN KIM KOON,,,TOA PAYOH,NORTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,No,Chinese,na,na,1.34203865,103.8783276
NATIONAL JUNIOR COLLEGE,http://www.nationaljc.moe.edu.sg,37   HILLCREST ROAD,288913,64661144,na,64684535,na,NJC@MOE.EDU.SG,"BOTANIC GARDENS MRT, TAN KAH KEE MRT, SIXTH AVENUE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961, 972",MR ANG POW CHEW,MR HARMAN AUGUSTUS JOHLL,MDM TAN PHUAY BOON,,,,,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,1.330727,103.8044167
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,www.nushigh.edu.sg,20   Clementi Avenue 1,129957,65161709,na,67756910,na,einstein@highsch.nus.edu.sg,Nearest MRT Stations - Clementi and Dover,"96, 97, 151, 183, 188, 189, 196, 197, 198",MDM SOH LAI LENG MAGDALEN,MR GOH HOCK LEONG,MR CLIFTON KOH SIEW BOON,,,,,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,1.3069962,103.7699956
RAFFLES INSTITUTION,http://www.ri.edu.sg,1    RAFFLES INSTITUTION LANE,575954,64199242,na,64199238,na,comms@ri.edu.sg,"BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980",MR YEO KOK PENG FREDERICK,MDM THOR POH SIN THERESA,MR EDWARD NG,MR CHEN ZIYANG,MR ANG PENG SIONG BRIAN LAGMAN,MRS REAVLEY MUNN YE,MS NG MEI SZE,BISHAN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,Yes,Yes,Chinese,Malay,Tamil,1.34663115,103.8445196
RIVER VALLEY HIGH SCHOOL,https://rivervalleyhigh.moe.edu.sg/,6    BOON LAY AVENUE,649961,65678115,na,65677351,na,RVHS@MOE.EDU.SG,"BOON LAY MRT, LAKESIDE MRT","99, 157, 172, 174, 174E, 198, 240, 502, 974, NR5",MRS TEO KHIN HIANG NEE LEE WAI TAI,MR LAU WAI CHI ALVIN,MR KWOK YING LIANG,"MR LIM PENG YUAN, ANDY",,,,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,Yes,Yes,No,Yes,Chinese,na,na,1.3433953,103.7092588
"SCHOOL OF THE ARTS, SINGAPORE",http://www.sota.edu.sg/,1    Zubir Said Drive,227968,6338 9663,6342 5857,6338 9763,na,enquiries@sota.edu.sg,Dhoby Ghaut,"7, 14, 16, 36, 64, 65, 77, 106, 111, 124, 128, 131, 147, 162, 166, 167, 171, 174, 175, 190, 502, 518, 700, 857,",MDM WONG YEE MIN MARY,MR HO KOK SUN KEVIN,MS KHOO MEI LING AMY,MISS PAULINE ANN TAN POH LING,,,,CENTRAL,SOUTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,No,Chinese,Malay,Tamil,1.2990858,103.8490353
SINGAPORE SPORTS SCHOOL,http://www.sportsschool.edu.sg,1    Champions Way,737913,67660100,na,67662100,na,enquire@sportsschool.edu.sg,Woodlands South MRT,"665, 900A, 901, 901M",MR ONG KIM SOON,MR HO BENG KIAT,MISS LOW YING XIU,,,,,WOODLANDS,NORTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,No,Chinese,Malay,Tamil,1.4272654,103.7877292
ST. JOSEPH'S INSTITUTION,http://www.sji.edu.sg,38   MALCOLM ROAD,308274,62500022,na,62533640,na,contact@sji.edu.sg,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 960, 972",FR ADRIAN AUGUSTUS DANKER,MR DOMINIC ANG SWEE KENG,MDM LOH YOON LIN,MDM LIM LAY HOON,,,,NOVENA,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,1.3241929,103.828321
TEMASEK JUNIOR COLLEGE,http://www.temasekjc.moe.edu.sg,22   BEDOK SOUTH ROAD,469278,64428066,na,64428762,na,TEMASEK_JC@MOE.EDU.SG,BEDOK MRT,"12, 12E, 16, 31, 38, 47, 137, 155, 196, 196A, 197, 229",MDM SIM AY NAR,MDM TAN KIA HUAN,MR LOW CHEE WAI,,,,,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVELS,No,No,No,Yes,Chinese,Malay,Tamil,1.31820425,103.9349803
